ds,yhat,yhat_lower,yhat_upper,y
2004-12-22,1588104.857235978,1358668.264041108,1813191.0220576883,1522241.0
2004-12-23,1577752.2695393006,1362210.9213071542,1815414.8894749717,1386024.0
2004-12-24,1563682.572362587,1335836.718258417,1791939.4883094644,1764872.0
2004-12-25,1576531.5878379773,1352296.2712996947,1793302.613362567,1842831.0
2004-12-26,1540020.4386755517,1302505.303521295,1756359.0746617615,1854985.0
2004-12-27,1537883.2843261159,1318243.119881787,1769446.282389435,1918234.0
2004-12-28,1523950.8674287805,1284288.4596367413,1741886.6910365135,1940341.0
2004-12-29,1498150.90598171,1273546.088878674,1710293.425415435,1584463.0
2004-12-30,1488805.926014252,1268916.5059700287,1709978.6889562607,1383056.0
2004-12-31,1478017.0031175402,1240188.7732861121,1697338.6337676023,1370511.0
2005-01-01,1496352.9405965274,1281320.8479721148,1733125.7141540009,1260071.0
2005-01-02,1467420.1989227454,1235668.7322867452,1687352.0008527793,1248603.0
2005-01-03,1474793.4135807496,1245238.9438307923,1704324.2687464713,1311894.0
2005-01-04,1472102.7532716633,1249913.4455397455,1682065.6632464733,1204765.0
2005-01-05,1459039.0523471667,1232717.9074639236,1682417.6803154973,1186296.0
2005-01-06,1463657.1885116815,1250018.6055936534,1680469.6375276956,1230219.0
2005-01-07,1467766.0316262126,1244954.3262699146,1686739.5972432992,1281999.0
2005-01-08,1501624.3339290177,1281064.7936759635,1709153.9788315063,1354626.0
2005-01-09,1488517.7081804664,1256262.520905725,1708225.2079865707,1468193.0
2005-01-10,1511696.3563641063,1294643.8595569353,1737723.3635419875,1475246.0
2005-01-11,1524469.6247069752,1289966.9933080755,1757466.8421405915,1437854.0
2005-01-12,1526218.1455661226,1318825.954716373,1747832.5500471825,1284538.0
2005-01-13,1544703.8706436923,1332031.238707728,1769771.046711847,1160725.0
2005-01-14,1561466.1672832542,1336426.2395247624,1796077.0965821561,1305880.0
2005-01-15,1606523.2077440256,1363087.418935971,1849127.3651456959,1716625.0
2005-01-16,1602953.6771914382,1390938.0001857583,1828057.787227421,1745762.0
2005-01-17,1633838.3631494935,1421780.8183264886,1829436.4474492297,2028386.0
2005-01-18,1652357.625917007,1431949.2961610286,1882455.1098348117,2256721.0
2005-01-19,1657805.4592582001,1418500.6258021893,1881762.3784725352,2318849.0
2005-01-20,1677900.4210231486,1451041.6408702834,1903313.7821850523,1886246.0
2005-01-21,1694181.605652295,1459437.3078993028,1916806.7428965073,1926986.0
2005-01-22,1736708.9157911635,1521541.4309963011,1976427.6621146845,2095137.0
2005-01-23,1728642.7093752567,1489947.9291673386,1947973.6630235668,2204427.0
2005-01-24,1753182.4586105319,1538284.4168183536,1988529.4682573462,2169374.0
2005-01-25,1763660.5141746826,1526013.7871082209,1985306.2617926102,1824954.0
2005-01-26,1759551.7951174926,1531703.7504538854,1989337.93790702,1590667.0
2005-01-27,1768779.8093380635,1557886.750298211,1982337.6151764314,1771539.0
2005-01-28,1773107.312291677,1538144.5655805185,2007796.3563555533,2105052.0
2005-01-29,1802831.0035126405,1581918.5533009206,2014979.0149573875,2033899.0
2005-01-30,1781355.4824569635,1563521.0431378395,2037091.9272680187,1801876.0
2005-01-31,1792126.2441202155,1556424.23384027,2005735.5147086421,1789410.0
2005-02-01,1788717.946909236,1550583.812892438,2005474.1689533312,1752622.0
2005-02-02,1770838.9039690811,1548742.1301291713,1996710.394247303,1719816.0
2005-02-03,1766632.3218969957,1547244.1227809768,2001582.8262310207,1884586.0
2005-02-04,1758062.6990296417,1542176.3967501847,1984828.1787442493,1748929.0
2005-02-05,1775606.8705246605,1534258.0564094137,2002221.2513341357,1587375.0
2005-02-06,1742824.99060744,1503015.8178120705,1975065.838410207,1567309.0
2005-02-07,1743291.2812397769,1506749.7240269568,1967289.5968824117,1491134.0
2005-02-08,1730680.8077011658,1515723.431040311,1939499.640507073,1363247.0
2005-02-09,1704773.2393828684,1490936.979474374,1927430.181011017,1364277.0
2005-02-10,1693754.1063654884,1478760.1089411129,1923067.2010141201,1521258.0
2005-02-11,1679601.9311511258,1456128.3937137276,1915848.983258434,1830529.0
2005-02-12,1692780.6720313483,1475558.3406828418,1930397.7799073418,1652404.0
2005-02-13,1656812.7017718279,1429782.730089326,1872383.6953569464,1460519.0
2005-02-14,1655212.0706084464,1425632.0007815957,1878608.4968614865,1465630.0
2005-02-15,1641574.2228962013,1417947.7704322261,1871407.7117507558,1338581.0
2005-02-16,1615583.026594514,1391006.2535371035,1828697.743242452,1279355.0
2005-02-17,1605315.5221294458,1390111.1850144858,1819941.2577322645,1577335.0
2005-02-18,1592632.6641728966,1364060.2079293476,1826617.3983453363,1794793.0
2005-02-19,1607875.3882517633,1392690.698439059,1834389.700827997,1763117.0
2005-02-20,1574441.1254969202,1320879.7393318897,1784397.0400642871,1668739.0
2005-02-21,1575720.4210840245,1354253.7865930544,1796199.940276218,1469223.0
2005-02-22,1565189.741627487,1348357.2241297022,1803122.1411970388,1432862.0
2005-02-23,1542421.2581859059,1303533.2223629113,1770740.2208010699,1441707.0
2005-02-24,1535389.951452934,1311084.9362288506,1766140.467986938,1776916.0
2005-02-25,1525866.2685660508,1292112.2784037136,1754233.6589944377,1835688.0
2005-02-26,1544113.632558141,1316370.1729028127,1769358.90428178,1727000.0
2005-02-27,1513465.9138194195,1289403.5854550635,1742976.7484097122,1722276.0
2005-02-28,1517264.5199011427,1300675.600009344,1742837.1338849608,1897334.0
2005-03-01,1508951.204484738,1276139.6422346924,1728562.6694501382,1659817.0
2005-03-02,1488077.4112700382,1262631.515332828,1712107.2686644648,1685633.0
2005-03-03,1482610.5412394004,1257429.3154305941,1704907.3601429055,1666824.0
2005-03-04,1474325.423585521,1261687.546838242,1705549.3508579023,1609799.0
2005-03-05,1493500.3525462514,1261988.9356367139,1715652.1379349306,1597611.0
2005-03-06,1463492.8654587902,1224134.333203661,1686256.3070081472,1415650.6052
2005-03-07,1467674.988730408,1243187.6782078752,1707428.6556699504,1415572.8307100004
2005-03-08,1459524.1242698722,1232291.5858945283,1677961.4062995221,1415380.9507000002
2005-03-09,1438630.4629314083,1205356.256175066,1647413.3991638748,1414934.44103
2005-03-10,1433001.3810488333,1192040.0413642374,1665055.9240525728,1413924.44918
2005-03-11,1424451.1626918647,1195305.2724839554,1656052.7655571415,1411701.7912599999
2005-03-12,1443295.4651025652,1219829.345221422,1660265.087107671,1407091.5673600002
2005-03-13,1412925.7491266527,1185446.1020871953,1640203.6907526592,1304586.0
2005-03-14,1416743.437890518,1190068.928328315,1630726.1560474792,1493403.0
2005-03-15,1408250.0019787801,1187488.2046201695,1650166.956603366,1522906.0
2005-03-16,1387053.8720358855,1156500.8064423266,1592926.8995422656,1645518.0
2005-03-17,1381174.637782039,1144058.6988864397,1616744.486718454,1774182.0
2005-03-18,1372432.8677975305,1143547.7726812866,1580505.1238630419,1519675.0
2005-03-19,1391144.9487034187,1152975.2658019233,1608911.6031837352,1414339.0
2005-03-20,1360698.1371382643,1146697.7768048397,1578045.775865212,1283007.0
2005-03-21,1364485.5510599138,1134983.387637569,1573751.6017809603,1351419.0
2005-03-22,1355997.255119134,1128938.051081301,1596693.4047588247,1341339.0
2005-03-23,1334828.2924579468,1096388.0566251443,1565122.5743635492,1246004.0
2005-03-24,1328984.0701430272,1108933.2918397586,1567237.5541456197,1261672.0
2005-03-25,1320271.379536923,1090549.9229949953,1531654.7242501888,1397499.0
2005-03-26,1338994.3978385932,1110954.1014455922,1556906.88246747,1339728.0
2005-03-27,1308530.8143402317,1098240.3439913152,1531718.8169116452,1345946.0
2005-03-28,1312267.7623742763,1104228.7290521055,1534935.1057856507,1247870.0
2005-03-29,1303693.672027323,1063265.6591393962,1526770.5975789903,1168936.0
2005-03-30,1282406.8635409032,1059650.7077396726,1495118.8832991773,1172095.0
2005-03-31,1276421.2645056034,1058107.9794547632,1484873.8290518532,1154299.0
2005-04-01,1267557.5171549846,1044306.6702433401,1480012.6099555742,1103729.0
2005-04-02,1286138.816562976,1073246.5662731975,1527650.945476559,1164744.0
2005-04-03,1255566.62755192,1018800.7147382649,1478079.2193793787,1247906.0
2005-04-04,1259255.975013114,1033159.0219569032,1484365.357621265,1163609.0
2005-04-05,1250726.445367391,1031705.4434085164,1475791.108296602,1143529.0
2005-04-06,1229609.749807205,992237.5801388619,1466401.7708323493,997651.0
2005-04-07,1223954.2700648713,981319.853584345,1439494.5078119733,1065386.0
2005-04-08,1215614.8962790058,990607.8974518743,1445410.0895959162,1052249.0
2005-04-09,1234947.5449706933,997329.1002901334,1456561.1574463528,1086755.0
2005-04-10,1205383.55453153,965453.3822558511,1449897.0089807424,1141686.0
2005-04-11,1210363.7030567867,976316.2179318881,1435013.350353768,1124518.0
2005-04-12,1203428.0351652987,996241.2134900129,1427177.9082539862,1212588.0
2005-04-13,1184222.3943945905,961250.7057010544,1405796.3269456583,1349292.0
2005-04-14,1180802.1232799198,979741.5722770559,1408846.8513176143,1275414.0
2005-04-15,1175021.2759104352,927582.8891443381,1389193.612762696,1254286.0
2005-04-16,1197226.7589037868,976822.764207116,1424717.5728656745,1322703.0
2005-04-17,1170832.617680162,938102.2196506584,1384734.4297381912,1254994.0
2005-04-18,1179254.2232306118,956163.1078844779,1407502.0276437802,1147811.0
2005-04-19,1175998.5468014556,941664.3075475269,1394146.522125889,1114321.0
2005-04-20,1160671.4101724604,944585.8839282031,1388569.5102871195,1092094.0
2005-04-21,1161282.1552527882,931985.3299564025,1373420.3279324048,1138179.0
2005-04-22,1159634.0504585938,932783.5240534288,1403972.3010707628,1061331.0
2005-04-23,1186019.8143902367,953498.395832214,1423199.2040256597,1082087.0
2005-04-24,1163797.431280296,927434.2126518863,1396842.621395249,1281322.0
2005-04-25,1176325.9653777708,954378.2753381968,1399417.5979098408,1225328.0
2005-04-26,1177057.5095942593,948841.6031690236,1389678.8715440996,1172315.0
2005-04-27,1165546.1016335534,935967.9492182811,1382250.6729051655,1110198.0
2005-04-28,1169753.9963004678,945049.0226439871,1380922.804023859,1130755.0
2005-04-29,1171443.5576921913,953177.1361084867,1405528.3067602443,1102644.0
2005-04-30,1200874.1010817513,991784.4757635173,1421264.6481653147,1083044.0
2005-05-01,1181378.8130347356,959630.9841904861,1407616.1376751189,1100271.0
2005-05-02,1196301.4173377934,967775.8416359912,1428002.5119330238,1202273.0
2005-05-03,1199088.690195594,985277.4961053989,1420105.701548987,1189335.0
2005-05-04,1189299.6349027266,947008.8623907389,1421182.381855618,1160284.0
2005-05-05,1194911.6913785615,977070.1155695983,1422751.8489132759,1230915.0
2005-05-06,1197712.241211399,978771.3769190616,1417577.3991104793,1387721.0
2005-05-07,1227994.7454328337,1004987.1963683214,1445476.374230255,1278660.0
2005-05-08,1209134.661319637,984792.7268262737,1432418.7322138285,1132975.0
2005-05-09,1224524.8334419394,996153.0359310571,1434377.2465011657,1187951.0
2005-05-10,1227666.4991579172,1007562.381799327,1451105.6013220674,1226115.0
2005-05-11,1218176.7635197332,979220.1129021605,1437014.857660166,1330260.0
2005-05-12,1224092.97040194,997246.50835482,1440566.0277641774,1359462.0
2005-05-13,1227262.2870013928,1009962.4910015843,1462722.235763426,1158949.0
2005-05-14,1258035.8987580256,1024891.0567285627,1477481.9777016435,1207082.0
2005-05-15,1239843.0222619586,1039443.8469506331,1441656.396260238,1164644.0
2005-05-16,1256124.4921308737,1034782.7223381913,1471419.3410137936,1164620.0
2005-05-17,1260422.1203702702,1039933.550481695,1492717.5645305868,1179260.0
2005-05-18,1252384.7371419047,1038969.1798139734,1468866.395601016,1150750.0
2005-05-19,1260071.387690951,1040383.1947812325,1474510.5904133986,1181065.0
2005-05-20,1265340.0426154467,1032718.9132048225,1494749.067402208,1173285.0
2005-05-21,1298541.2497930941,1071293.8718831763,1517346.1566027415,1145736.0
2005-05-22,1283091.9564491536,1057231.099050655,1517151.4774174243,1150305.0
2005-05-23,1302409.2674500328,1078991.017917181,1531391.0074038599,1214436.0
2005-05-24,1310000.337082522,1076218.5843886102,1556772.3168116703,1160654.0
2005-05-25,1305469.2905935354,1092110.5845833402,1527315.3131352668,1185389.0
2005-05-26,1316821.6263772533,1077306.7847315643,1557494.9693363684,1227439.0
2005-05-27,1325854.4218497667,1121631.7964703122,1543571.0385210677,1270436.0
2005-05-28,1362851.727392891,1135161.3362375626,1582389.4192287007,1252848.0
2005-05-29,1351160.3249000786,1147493.1095744958,1577748.2955185934,1169032.0
2005-05-30,1374125.5583107283,1150093.191470236,1606207.93512659,1187670.0
2005-05-31,1385183.3698253145,1164795.943636618,1613306.581473259,1254658.0
2005-06-01,1383869.3715838192,1146473.6091088597,1598638.9782997174,1115852.0
2005-06-02,1398125.3363386053,1178242.0156098928,1619751.9757879341,1158404.0
2005-06-03,1409691.3640637023,1181817.0390545705,1649289.982139687,1179631.0
2005-06-04,1448803.046122938,1242319.8776771228,1667941.4317561134,1255280.0
2005-06-05,1438768.746132957,1219017.9015663157,1655295.9857428165,1489899.0
2005-06-06,1462906.6547204526,1234332.5943356631,1678061.215904388,1707871.0
2005-06-07,1474637.7105488156,1246772.5163337064,1704161.2231808344,1584082.0
2005-06-08,1473495.1863329916,1234584.4529203188,1694975.2563302221,1556377.0
2005-06-09,1487431.3036510549,1261795.488426737,1704049.547601792,1542905.0
2005-06-10,1498209.125841121,1273709.9517079934,1721827.4677681602,1650956.0
2005-06-11,1536099.0553972763,1315427.6950026946,1768649.6155289896,1634026.0
2005-06-12,1524455.0722067195,1293483.617251787,1752952.0086894818,1600174.0
2005-06-13,1546650.3990451011,1328714.171737613,1766202.0301712272,1743421.0
2005-06-14,1556168.727142883,1341806.7953531153,1780617.5613610572,1920149.0
2005-06-15,1552611.8510484544,1316657.061488762,1773462.2776325808,1820867.0
2005-06-16,1564004.1357016286,1340361.7255246078,1779413.6342049092,1660840.0
2005-06-17,1572182.1309447233,1346704.5136571329,1800718.5228783397,1503471.0
2005-06-18,1607488.7306694014,1395160.3469044694,1833024.8675468536,1425371.0
2005-06-19,1593347.0864059685,1378597.0799311462,1828941.996441343,1246573.0
2005-06-20,1613194.0356446991,1388816.0901463625,1846074.6674505817,1616610.0679399997
2005-06-21,1620569.2496743994,1395617.3616849254,1857176.9612519552,1616201.0886899997
2005-06-22,1615121.0179643282,1391956.7853170526,1848879.1025705505,1616294.0069499996
2005-06-23,1624909.1534535303,1395815.3033042515,1853878.678019238,1615287.2267599998
2005-06-24,1631793.3870874203,1393629.0582517653,1860981.2525301117,1614394.4951699998
2005-06-25,1666126.6918067564,1438499.4509627465,1888812.3879915022,1611587.4395899998
2005-06-26,1651328.7772339415,1429224.8178324923,1873442.3395313558,1604253.7420799998
2005-06-27,1670819.5340900552,1455339.0906777116,1866017.1332352986,1765659.0
2005-06-28,1678108.622005771,1455269.9206492894,1897123.0444466267,1647691.0
2005-06-29,1672802.1914284204,1460746.4007431017,1898338.5333518526,1545963.0
2005-06-30,1682907.0375478575,1469156.1485525572,1911393.8804207307,1825315.0
2005-07-01,1690220.6835388762,1459630.0131254746,1917873.4887882294,1991273.0
2005-07-02,1725026.7036050935,1502774.5486064039,1942611.8119704574,1823810.0
2005-07-03,1710670.4849840964,1471983.810047829,1922057.1029263416,1726619.0
2005-07-04,1730495.1401710282,1504179.1159871586,1948484.181028104,1668726.0
2005-07-05,1737933.7043878469,1503141.1777853596,1954621.8649541943,1860775.0
2005-07-06,1732518.4467278458,1492831.5704027428,1954873.2228256136,1905238.0
2005-07-07,1742187.6744056034,1497343.4372828736,1960160.1232071563,1606593.0
2005-07-08,1748678.2802126908,1519492.7188070621,1961478.664091848,1645013.0
2005-07-09,1782223.3453231459,1556990.0886574644,2023539.7104920815,1730591.0
2005-07-10,1766129.904648038,1520938.4254984453,1984835.4039882617,1801578.0
2005-07-11,1783716.5178067356,1547306.8571801598,2017029.3844067107,1773691.0
2005-07-12,1788406.7221076172,1562632.653982708,2009121.0086431531,1792805.0
2005-07-13,1779739.1488298795,1560330.4468010017,2000426.501264992,1816085.0
2005-07-14,1785674.648214256,1566727.4999923347,2020579.530495392,1677125.0
2005-07-15,1787988.653596079,1566516.966976127,2001499.058205665,1835232.0
2005-07-16,1816968.0923334488,1593806.941816439,2054410.3111399538,1956131.0
2005-07-17,1795987.9617834224,1572079.0070471326,2036215.621608899,1929329.0
2005-07-18,1808447.2398934814,1593549.6080922063,2016864.604632132,1971454.0
2005-07-19,1807860.2481793382,1607294.0535437968,2027109.208120906,2001209.0
2005-07-20,1793864.3036098052,1558005.5818123643,2010845.6663599573,2014152.0
2005-07-21,1794524.0724264693,1562414.8335827845,2027693.5424317063,2012101.0
2005-07-22,1791720.934487727,1569096.5389568612,2016622.3313431414,1964806.0
2005-07-23,1815846.7522829548,1594406.3627278346,2044565.5505464647,1914140.0
2005-07-24,1790377.2552185238,1572103.6551109878,2019050.4748703423,1764792.0
2005-07-25,1798804.8042591426,1570543.3345814473,2028465.7907810577,2034793.0
2005-07-26,1794726.750551685,1570353.3033459547,2027355.80339653,2176999.0
2005-07-27,1777850.3178797914,1560615.3909151747,1992992.816435292,2193380.0
2005-07-28,1776294.5099342663,1543860.3335158622,2006195.2716846645,1850508.0
2005-07-29,1771977.4308650177,1556157.234179375,1994703.0171292366,1539032.0
2005-07-30,1795308.4825412137,1564599.196296004,2016317.4605540622,1647096.0
2005-07-31,1769760.705577674,1557054.2849034225,1998919.6755299084,1509020.0
2005-08-01,1778803.0709646768,1547755.621534323,2014176.381896095,1694674.0
2005-08-02,1775988.961514095,1564740.1281002474,2012452.1664178288,1847361.0
2005-08-03,1760961.781379256,1522981.6836195362,1973774.5309625138,1956169.0
2005-08-04,1761758.1853595125,1520773.3221636459,1993632.645410607,2003799.0
2005-08-05,1760197.2895016235,1554977.8701002356,1976242.7197170835,2039641.0
2005-08-06,1786575.2823261938,1561590.6713417931,2011362.683390667,1939226.0
2005-08-07,1764240.643532798,1547910.3527316637,1987762.4520479643,1730405.0
2005-08-08,1776529.702250133,1555442.6664406827,2006843.1418312818,1706904.0
2005-08-09,1776651.2610151204,1560349.145423131,2021363.511043185,1628686.0
2005-08-10,1764318.2545187464,1545295.9818275743,1992024.8022695677,1783268.0
2005-08-11,1767432.573075364,1544153.1997798102,1974108.5022516395,1996631.0
2005-08-12,1767685.5594264371,1546610.716958448,2021243.9159180257,2071701.0
2005-08-13,1795256.358870453,1570272.31527548,2042677.5534525793,2097129.0
2005-08-14,1773390.646078712,1551156.5465668505,1992326.4600107626,2057417.0
2005-08-15,1785339.3565190015,1538415.5869448136,2019474.9055902632,2074566.0
2005-08-16,1784453.4783233553,1559541.6687870629,2012643.2329763204,1974430.0
2005-08-17,1770195.6602906378,1526455.9877023485,1988407.7256893837,1745311.0
2005-08-18,1770448.9513059629,1540302.7871625426,1994371.4253687742,1601084.0
2005-08-19,1766910.867600979,1544891.544638554,1997200.568087379,1830527.0
2005-08-20,1789792.0583890686,1566127.1254435899,1994308.6481140463,2090705.0
2005-08-21,1762394.648760407,1530884.437120449,2004585.0674862936,2078048.0
2005-08-22,1768049.8887402671,1532970.1075764648,1988426.2945848922,1882017.0
2005-08-23,1760211.1853242794,1540225.2773600076,1993797.7319656857,1555265.0
2005-08-24,1738463.3137931398,1502367.0249305759,1975074.1456277312,1622980.0
2005-08-25,1730828.1828991645,1499947.7124248007,1967724.506161513,1616492.0
2005-08-26,1719155.4268707745,1483089.685823991,1960865.6730904346,1522826.0
2005-08-27,1733817.1864946429,1502885.0282107296,1955943.3540610352,1554360.0
2005-08-28,1698282.2626313968,1465651.2290041733,1932163.2804620883,1736733.0
2005-08-29,1696049.3854231758,1463794.0932290948,1929915.910002357,1757160.0
2005-08-30,1680735.7970660818,1445140.2053922983,1894152.6216637315,1904204.0
2005-08-31,1652082.0688216186,1421492.4001840716,1877492.6460315147,1900933.0
2005-09-01,1638253.6509982673,1414428.9151947312,1876418.8812222467,1713361.0
2005-09-02,1621227.549204511,1395146.5874090674,1848243.3681767872,1708306.0
2005-09-03,1631483.6022070933,1404603.2868130105,1835666.3457747377,1669031.0
2005-09-04,1592575.6472334221,1364157.6816544144,1825397.0390658714,1501546.0
2005-09-05,1588062.4048238664,1354875.7310617913,1799858.6902860755,1439456.0
2005-09-06,1571594.3536407806,1346663.9509052543,1815752.2565182194,1441927.0
2005-09-07,1542917.5698901452,1316252.821790221,1775710.4100681085,1379885.0
2005-09-08,1530175.0637957153,1291027.5941298557,1739285.7520388884,1467544.0
2005-09-09,1515294.0187007023,1299582.366577842,1746721.0041017137,1520335.0
2005-09-10,1528678.3984218978,1309665.6453738161,1757161.3543091859,1497842.6289099997
2005-09-11,1493782.177072496,1277950.0981550058,1729501.3606265583,1497877.5644999996
2005-09-12,1494042.9706300488,1274294.7823366104,1721571.1710851176,1497954.5870999997
2005-09-13,1482972.267937429,1251473.7057445848,1699402.4443040022,1498120.7550399997
2005-09-14,1460163.1450871837,1224003.3668526204,1678200.0279621696,1498462.7145499997
2005-09-15,1453595.8893702445,1219500.3291873732,1674254.9469898946,1499195.8182899996
2005-09-16,1445029.8194543342,1224692.635280838,1687171.926151246,1500636.0614599998
2005-09-17,1464700.6391491923,1257723.4325905424,1688272.9607483123,1796364.0
2005-09-18,1435898.4449335248,1212083.0265680694,1667931.8189466726,1714739.0
2005-09-19,1441906.0304922478,1219587.3898259355,1657469.2613172254,1701445.0
2005-09-20,1435899.2244895285,1209547.3436487261,1665471.848663649,1704004.0
2005-09-21,1417541.6537263808,1194120.1266239,1640592.259638572,1602121.0
2005-09-22,1414710.9657199604,1193475.2665443756,1639126.944940048,1611363.0
2005-09-23,1409087.9645718154,1185798.181164495,1649098.1306299982,1735430.0
2005-09-24,1430856.2709674656,1195004.824952991,1652260.1821003088,1495164.0
2005-09-25,1403281.8826759849,1193102.4321086067,1643056.0401070216,1446868.0
2005-09-26,1409652.2286575146,1194714.5813782103,1627338.4327449515,1489397.0
2005-09-27,1403370.7527754907,1174376.5937905072,1628723.524966598,1530181.0
2005-09-28,1383967.7786832678,1156071.6836423827,1613015.1912267108,1418301.0
2005-09-29,1379407.9830287516,1154218.6539173617,1593937.2020076695,1349966.0
2005-09-30,1371482.701063699,1152256.1588935263,1598363.771015725,1252225.0
2005-10-01,1390506.3779887096,1152555.1725543912,1612608.267998018,1329576.0
2005-10-02,1359892.301757611,1114917.3198937697,1593317.3176456008,1333781.0
2005-10-03,1363087.3155958536,1117958.3066249562,1572996.2975456873,1328523.0
2005-10-04,1353661.6670146529,1117866.1891555113,1564528.9858640928,1342173.0
2005-10-05,1331314.8779914137,1118764.8795327162,1548161.539203558,1383258.0
2005-10-06,1324178.1051854955,1108129.1081987335,1551123.4779235024,1451930.0
2005-10-07,1314201.3606563916,1078525.9957178298,1530470.5294238366,1389663.0
2005-10-08,1331845.0533169415,1117348.28855757,1540626.3786123677,1411885.0
2005-10-09,1300651.1300825675,1049855.7853772126,1519778.1454143804,1229901.0
2005-10-10,1304173.650433159,1088510.2214688326,1512377.2628678484,1250152.0
2005-10-11,1296065.0749310523,1075919.591560951,1516554.5444850018,1255350.0
2005-10-12,1276079.2607975446,1061922.2245849743,1501415.592658615,1236259.0
2005-10-13,1272371.7233071728,1038873.5834843967,1498801.3771162173,1226675.0
2005-10-14,1266885.6020878628,1047494.1578661822,1490326.780656811,1228214.0
2005-10-15,1290042.8377807618,1066103.6686133093,1531616.2503130173,1212784.0
2005-10-16,1265315.8583428282,1028165.7636683527,1501952.4775853371,1165266.0
2005-10-17,1276159.6033407694,1052625.010843955,1505609.2726737382,1257816.0
2005-10-18,1276100.1356333543,1053374.3092506216,1499641.6724250915,1282436.0
2005-10-19,1264740.777280944,1050255.37987915,1506917.830454729,1219626.0
2005-10-20,1270066.248413958,1026349.6743269215,1492755.5123284915,1289444.0
2005-10-21,1273833.1464147046,1046656.8939295458,1498073.127162388,1206252.0
2005-10-22,1306266.150094959,1061532.5570003495,1533635.68642922,1225631.0
2005-10-23,1290635.1115819244,1064028.8826153511,1520251.4398758516,1243785.0
2005-10-24,1310192.7155932488,1083161.9225886937,1527999.9606831672,1398229.0
2005-10-25,1318268.7988120846,1071181.164453354,1532225.2267217105,1466212.0
2005-10-26,1314282.1058251762,1099277.7242503075,1544155.7619795143,1431408.0
2005-10-27,1326049.8007656178,1106166.8421553718,1545073.2863512095,1499212.0
2005-10-28,1335182.917690272,1115234.092908688,1570770.8979912067,1502264.0
2005-10-29,1371786.989691685,1156296.1339917013,1597911.465633508,1533389.0
2005-10-30,1359042.888549817,1139947.1752025892,1583251.1890454711,1453392.0
2005-10-31,1380147.441256076,1159497.675454289,1618267.7261715815,1383076.0
2005-11-01,1388409.8233924084,1158378.6406018774,1624045.1194217384,1353050.0
2005-11-02,1383264.4383209674,1168928.2955105156,1616340.851057003,1189435.0
2005-11-03,1392580.5556499816,1157451.1132584307,1612109.6023747614,1314887.0
2005-11-04,1398056.8787855317,1157124.8799893868,1603969.096830377,1318663.0
2005-11-05,1429920.2922784134,1208185.5874575737,1636977.8527916903,1216607.0
2005-11-06,1411503.860851151,1162687.6872242058,1638657.266223968,1196432.0
2005-11-07,1426183.7131758982,1204138.2889434742,1657965.576957564,1221279.0
2005-11-08,1427470.9027011576,1198377.536651323,1642153.1230572131,1288089.0
2005-11-09,1415019.068207617,1197064.2228167974,1646750.3752984107,1214193.0
2005-11-10,1416928.3052357947,1174720.0934336737,1650326.8973655202,1264672.0
2005-11-11,1415133.5670741429,1183955.4956329747,1626192.8060735296,1543683.0
2005-11-12,1440097.0112716425,1211551.720076853,1648478.187912291,1496327.0
2005-11-13,1415379.5352712038,1189010.1474869628,1636703.858439287,1344417.0
2005-11-14,1424571.3095965232,1195849.0153532315,1644794.0582340928,1219613.0
2005-11-15,1421377.5748715897,1196598.408829046,1635041.3730953122,1202331.0
2005-11-16,1405620.6931890245,1176730.942732515,1634241.576470109,1179430.0
2005-11-17,1405539.0220416645,1172480.4220344436,1626770.9832300758,1490272.0
2005-11-18,1403171.0714530062,1163988.4410674921,1642941.287748145,1767001.0
2005-11-19,1429044.483130214,1217525.3409473433,1652474.2125872746,1720430.0
2005-11-20,1406745.1755318057,1185250.9741487806,1626559.4856274459,1437448.0
2005-11-21,1419846.5381468306,1194314.536641453,1638588.6283760977,1414227.0
2005-11-22,1421994.9884935236,1193162.7789672837,1656399.1888052744,1583560.0
2005-11-23,1412912.9004952793,1180341.8436473492,1647660.223755122,1776091.0
2005-11-24,1420699.4608183997,1189159.0936961411,1644362.660829128,1458589.0
2005-11-25,1427217.8725439496,1202052.528311342,1641330.6592921396,1758090.0
2005-11-26,1462788.3750207168,1232050.0609500553,1673463.7402236816,1840172.0
2005-11-27,1450762.3268185197,1227173.0601826604,1670667.6597445041,1705720.0
2005-11-28,1474457.1135524833,1234651.903895566,1677116.8168041524,1342067.0
2005-11-29,1487248.0511266214,1250313.3218516337,1716100.109940553,1236770.0
2005-11-30,1488578.1323653916,1256471.6485971722,1719246.414703229,1363660.0
2005-12-01,1506265.9993974888,1268899.3770947575,1740963.781355458,1407153.0
2005-12-02,1521900.3779832658,1304696.3426846082,1758096.7730428977,1579546.0
2005-12-03,1565540.2553214943,1334996.4890052783,1808112.1254679132,1581841.0
2005-12-04,1560295.8617582165,1332859.4108369644,1781338.3473368513,1315307.0
2005-12-05,1589270.0374346382,1360258.2005120942,1824166.9536580048,1701921.0
2005-12-06,1605655.9842423778,1401875.4695468682,1826893.7455942528,1762500.0
2005-12-07,1608752.095958705,1378051.3312987206,1819722.2449468684,1887946.0
2005-12-08,1626274.1130430582,1389159.0401566427,1849565.535522342,1900335.0
2005-12-09,1639752.7252403537,1413011.0176241593,1871382.8015322953,1836027.0
2005-12-10,1679235.8163385603,1446547.2765933492,1904512.3601412007,1874591.0
